TransVit -> Gris
11:03:38 0 0
11:03:39 0 0
11:03:39 0 0
11:03:40 0 0
11:03:40 0 0
11:03:41 0 0
11:03:41 0 0
11:03:42 0 0
11:03:42 0 0
11:03:43 0 0
11:03:43 0 0
11:03:44 0 0
11:03:44 0 0
11:03:45 0 0
11:03:45 0 0
11:03:46 0 0
11:03:46 0 0
11:03:47 0 0
11:03:47 0 0
11:03:48 0 0
11:03:48 0 0
11:03:49 0 0
11:03:49 0 0
11:03:50 0 0
